name_part1,name_part2,name_fluid1,material_group,name_mold_mat,name_disp_1,wf_disp_1,name_bind1,wf_bind_1,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.7
SiO2,kaolinite,water,Ceramic,silicone,,,,,238.0,2.0,0.0,,,0.1628,0.82
HAP,,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,1523.0,0.3,0.57
Si3N4,Y2O3,water,Ceramic,"metal, NOI",NH4PAA,0.02,,,75.0,0.0,,3.0,873.0,0.2252,0.62
BaTiO3,,water,Ceramic,,,,,,,0.0,,2.0,1723.0,0.175,0.65
Al2O3,,water,Ceramic,,SHMP,0.001,PVA,0.03,218.0,0.0,36.0,2.0,873.0,0.235,0.67
SiO2,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.13,0.27
Yb2SiO5,,water,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,873.0,0.2,0.797
Bioglass,,camphene,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1523.0,0.2703,0.32
Al2O3,,camphene,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,2073.0,0.2,0.79
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.75
HAP,BT,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,,,0.0,36.0,3.0,1373.0,0.3,0.48
HAP,,water,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.67
Mullite,,TBA,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.3,0.66
HAP,collagen,water,Ceramic/Polymer,silicone,,,,,,0.0,0.0,0.5,873.0,0.04,0.95
HAP,TCP,water,Ceramic,glass,,,sodium alginate,0.02,,0.0,0.0,2.0,1373.0,0.1091,0.6
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.54
Bioglass,,water,Ceramic,,,,,,,0.0,24.0,2.0,673.0,0.02,0.8395
Al2O3,,water,Ceramic,,PAAS,0.02,CMC,0.01,77.0,0.0,0.0,0.5,723.0,0.2,0.4035
HAP,,water,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.63
Si3N4,Al2O3,TBA,Ceramic,polyethylene,PVP,0.04,,,,0.0,24.0,3.0,473.0,0.1623,0.5
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.8
HAP,,water,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,10.0,48.0,4.0,1573.0,0.2,0.697
Cr2O3,,camphene,Ceramic,polyurethane,Hypermer KD 4,0.01,,,298.0,0.0,24.0,15.0,1373.0,0.15,0.85
Yb2SiO5,,water,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,873.0,0.25,0.712
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.25,0.33
Al2O3,,water,Ceramic,PDMS,,,,,,0.0,24.0,2.0,1873.0,0.1,0.69
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.744
Mullite,,TBA,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,233.0,0.0,12.0,2.0,1823.0,0.35,0.59
ZrO2,Y2O3,water,Ceramic,polypropylene,NOI,0.026,,,243.0,0.0,72.0,2.0,1823.0,0.1607,0.5679
YSZ,,TBA,Ceramic,,,,PVB,0.005,77.0,0.0,0.0,0.5,723.0,0.15,0.74
chitosan,,water,Polymer,PTFE,acetic acid,0.01,,,,4.0,48.0,,,0.0125,0.9819
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.855
YSZ,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,CuO,water,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.5
Mullite,,TBA,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,873.0,0.26,0.775
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.35,0.42
Al2O3,,camphene,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,2223.0,0.2,0.72
SiO2,,water,Ceramic,"plastic, noi",,,,,193.0,0.0,12.0,2.0,1573.0,0.01,0.98
Si3N4,Al2O3,TBA,Ceramic,polyethylene,PVP,0.04,,,,0.0,24.0,3.0,473.0,0.0678,0.78
Cordierite,,water,Ceramic,"plastic, noi",,,,,223.0,0.0,24.0,2.0,1473.0,0.1,0.78
Mullite,,camphene,Ceramic,polyethylene,,,,,,0.0,24.0,1.0,773.0,0.1131,0.52
Al2O3,YSZ,water,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.62
SiO2,,water,Ceramic,"plastic, noi",,,,,193.0,0.0,12.0,2.0,873.0,0.1,0.89
YSZ,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.05,0.65
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,873.0,0.15,0.78
Al2O3,,water,Ceramic,copper,SND 6800,0.02,PVA,0.01,,0.0,24.0,2.0,8873.0,0.2,0.55
Bioglass,,water,Ceramic,PVC,Easysperse,0.005,PVA,0.01,253.0,0.0,,,773.0,0.2,0.4
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.63
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,1073.0,0.15,0.82
Al2O3,,naphthalene,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.3,0.4
YSZ,,water,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.3,0.685
HAP,,water,Ceramic,silicone,Lopon 885,0.015,gelatin,0.06,255.0,0.0,,3.0,873.0,0.23,0.4665
HAP,,water,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.515
chitosan,HAP,water,Polymer,,acetic acid,,,,77.0,0.0,0.0,,,0.09,0.621
HAP,BT,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,,,0.0,36.0,3.0,1373.0,0.1,0.65
YSZ,,TBA,Ceramic,,,,PVB,0.005,,,,1.0,1773.0,0.15,0.56
WO3,,water,Metal,Teflon,,,,,253.0,0.0,,,1023.0,0.2,0.5
Mullite,,camphene,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.21,0.525
Bioglass,,water,Ceramic,,,,,,,0.0,24.0,2.0,673.0,0.16,0.6556
YSZ,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
gelatin,,water,Polymer,polytetrafluoroethylene,,,,,,3.0,72.0,,,0.0038,0.948
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.25,0.29
Al2O3,CuO,water,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.56
HAP,,water,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1673.0,0.25,0.76
Al2O3,,water,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.525,0.22
HAP,BT,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,10.0,24.0,3.0,873.0,0.2,0.5
Al2O3,,water,Ceramic,"plastic, noi",AFP,,,,233.0,0.0,,2.0,1573.0,0.1,0.86
Al2O3,,water,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1773.0,0.4,0.379
SiO2,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.16,0.623
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.78
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.15,0.494
SiO2,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.16,0.64
Al2O3,,Glycerine Ether,Ceramic,,,,polyethylene-imine,0.1,253.0,0.0,,3.0,1773.0,0.33,0.44
Al2O3,,water,Ceramic,PTFE,,,,,193.0,1.0,72.0,0.5,2323.0,0.4,0.32
Al2O3,CuO,water,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.55
polysiloxane,,TBA,Polymer,,,,,,238.0,,48.0,4.0,1373.0,0.4,0.637
Al2O3,Mullite,water,Ceramic,aluminum,polyacrylic acid,,,,,0.0,0.0,5.0,1873.0,0.425,0.655
Al2O3,,water,Ceramic,PDMS,HydroDisper A160,,PVA,0.01,,0.0,36.0,3.0,1123.0,0.2,0.67
Al2O3,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,233.0,1.0,48.0,1.0,1873.0,0.315,0.111
Al2O3,,water,Ceramic,,Darvan 812A,0.01,,,,0.0,,2.0,1563.0,0.3,0.78
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,25.0,48.0,5.0,773.0,0.27,0.515
YSZ,,TBA,Ceramic,,,,PVB,0.005,77.0,0.0,0.0,0.5,723.0,0.15,0.75
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.658
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.1,0.51
HAP,BT,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,1.0,24.0,3.0,873.0,0.2,0.7
Al2O3,,water,Ceramic,PDMS,HydroDisperser,0.05,PVA,0.01,83.0,0.0,24.0,3.0,1173.0,0.1,0.5
SiO2,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.07,0.72
HAP,(Ca10(PO4)6(OH)2),TBA,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,963.0,0.1,0.69
Al2O3,,water,Ceramic,,Duramax D3005,0.008,,,77.0,0.0,24.0,2.0,1873.0,0.35,0.41
Al2O3,,camphene,Ceramic,polyethylene,Hypermer KD 4,,,,276.0,0.0,,4.0,523.0,0.2,0.65
Al2O3,,water,Ceramic,,PAAS,0.02,CMC,0.01,77.0,0.0,0.0,0.5,723.0,0.2,0.625
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.15,0.331
Al2O3,TiO2,camphene,Ceramic,PTFE,,,,,77.0,0.0,72.0,2.0,1773.0,0.25,0.47
Mullite,,TBA,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.6
Mullite,,TBA,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,873.0,0.3488,0.67
Mullite,,TBA,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.6
Mullite,,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,0.0,2.0,1773.0,0.1583,0.65
PVA,,water,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.63
SiO2,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.19,0.64
Al2O3,,water,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.475,0.28
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,,,1.0,1673.0,0.15,0.61
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.2,0.717
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.8
YSZ,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,CuO,water,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.53
Mullite,,TBA,Ceramic,,BYK-163,0.05,PVB,0.05,233.0,0.0,12.0,2.0,1973.0,0.4,0.55
HAP,,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,1523.0,0.3,0.6
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,973.0,0.15,0.76
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.3,0.51
Al2O3,,water,Ceramic,fluorocarbon,Alon A-6114,,,,223.0,0.0,24.0,,1673.0,0.333,0.465
Yb2SiO5,,TBA,Ceramic,,ammonium polymethacrylate anionic dispersant,0.03,PVA,0.01,,0.0,0.0,2.0,673.0,0.15,0.8565
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.79
Al2O3,,water,Ceramic,PTFE,,,,,193.0,5.0,72.0,0.5,2323.0,0.4,0.32
Si3N4,Y2O3,water,Ceramic,"metal, NOI",NH4PAA,0.02,,,75.0,0.0,,3.0,873.0,0.2252,0.2
Al2O3,YSZ,water,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.57
HAP,BT,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,5.0,24.0,3.0,873.0,0.4,0.4
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.4,0.32
Al2O3,,water,Ceramic,,Duramax D3005,0.008,,,77.0,0.0,24.0,2.0,1873.0,0.35,0.43
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.635
SiC,,water,Ceramic,,,,,,203.0,,,1.0,2023.0,0.5,0.3261
SiO2,kaolinite,water,Ceramic,rubber,,,,,238.0,0.0,,2.0,673.0,0.18,0.66
Y2O3,SiO2,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1053.0,0.1174,0.645
Bioglass,,water,Ceramic,,,,,,,0.0,24.0,1.5,2073.0,0.02,0.9021
TiO2,,water,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.831
HAP,,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,,1.0,873.0,0.1744,0.419
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.78
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.9
Al2O3,,water,Ceramic,,Darvan 812A,0.01,,,,0.0,,2.0,1563.0,0.3,0.71
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.85
Fe2O3,,water,Metal,Teflon,,,PVA,0.04,263.0,,48.0,2.0,573.0,0.141,0.59
Al2O3,,water,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.575,0.06
SiO2,,water,Ceramic,glass,,,,,,0.0,,,,0.0195,0.5
chitin,,water,Polymer,glass,,,PVA,0.012,,0.0,24.0,,,0.008,0.984
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1773.0,0.1,0.759
YSZ,,water,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,,,0.3,0.755
PVA,,water,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.72
stainless steel,,water,Ceramic,,CMC,,Fluka,,233.0,0.0,0.0,2.0,1773.0,0.36,0.38
Al2O3,YSZ,water,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.48
SiO2,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
HAP,,water,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,5.0,48.0,4.0,1573.0,0.2,0.699
YSZ,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.03,0.56
WO3,,water,Metal,Teflon,,,,,243.0,0.0,,,1023.0,0.275,0.332
Al2O3,,camphene,Ceramic,,Hypermer KD 4,0.03,,,288.0,0.0,24.0,5.0,1873.0,0.22,0.609
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,0.0,,2.0,1473.0,0.27,0.58
YSZ,,water,Ceramic,,,,,,,0.0,,,,0.029,0.4
SiO2,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,,water,Ceramic,polyethylene,SND 6800,0.01,PVA,0.005,,1.0,,2.0,1873.0,0.3,0.789
NiO,YSZ,water,Metal/Ceramic,,Darvan CN,,Duramax HA-12,,213.0,0.0,12.0,1.0,573.0,0.25,0.3757
Al2O3,,water,Ceramic,"plastic, noi",Duramax D3005,0.008,PVA,0.04,,1.0,24.0,2.0,1823.0,0.35,0.344
chitin,,water,Polymer,glass,,,PVA,0.012,,0.0,24.0,,,0.0027,0.989
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.15,0.413
theophylline,starch,water,Pharmaceutical,"plastic, noi",citric acid,0.045,,,253.0,0.0,24.0,,,0.37,0.45
Al2O3,TiO2,camphene,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1773.0,0.25,0.58
TiO2,,water,Ceramic,,NH4PAA,0.02,PVA,0.025,255.0,0.0,,1.5,2173.0,0.0617,0.87
HAP,,water,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,4.0,1373.0,0.1744,0.55
Al2O3,,water,Ceramic,,Darvan 7-N,0.01,PVA,0.01,,6.0,48.0,3.0,823.0,0.2,0.631
Bioglass,,camphene,Ceramic,polytetrafluoroethylene,isostearic acid,0.02,,,,1.0,,1.0,2073.0,0.1,0.5
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,25.0,48.0,5.0,773.0,0.27,0.545
Si3N4,Al2O3,benzoic acid,Ceramic,,,,,,,0.0,5.0,4.0,2023.0,0.16,0.57
fireclay,,water,Ceramic,polystyrene,Lioperse 511,0.004,gelatin,0.06,,0.0,24.0,2.0,823.0,0.1751,0.6928
Al2O3,,water,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1673.0,0.333,0.494
YSZ,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,,2.0,1773.0,0.15,0.66
HAP,,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.64
Mullite,,water,Ceramic,,,,,,253.0,0.0,,4.0,1773.0,0.0402,0.925
Al2O3,chitosan,acetic acid,Ceramic,PTFE,,,,,,10.0,,,,0.27,0.91
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.515
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1873.0,0.1,0.656
Al2O3,,water,Ceramic,fluorocarbon,Alon A-6114,,,,,0.0,24.0,,1773.0,0.45,0.35
Al2O3,,camphene,Ceramic,,Hypermer KD 4,0.03,,,288.0,0.0,24.0,5.0,1873.0,0.22,0.609
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.3,0.49
YSZ,,water,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.3,0.68
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.2,0.695
Mullite,,camphene,Ceramic,polyethylene,,,,,,0.0,24.0,1.0,773.0,0.2293,0.32
Al2O3,,water,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.5,0.24
Yb2SiO5,,water,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,873.0,0.15,0.831
Al2O3,,camphene,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,0.0,4.0,1873.0,0.4,0.15
Al2O3,,water,Ceramic,,SND 6800,0.02,PVA,0.01,,0.0,24.0,2.5,1823.0,0.3,0.39
Al2O3,,TBA,Ceramic,polyethylene,citric acid,,PVB,,,0.0,24.0,1.0,1493.0,0.15,0.73
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.2,0.43
HAP,,water,Ceramic/Polymer,"plastic, noi",Darvan 811,0.01,Aquazol,0.02,,0.0,48.0,4.0,1573.0,0.2,0.28
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,2.0,,2.0,1563.0,0.15,0.61
SiC,,water,Ceramic,,,,,,,0.0,,,,0.45,0.136
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.25,0.28
LSM,YSZ,water,Ceramic,,Darvan CN,0.02,PEG,0.01,,5.0,12.0,1.0,873.0,0.17,0.57
HAP,,water,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,0.5,,4.0,1673.0,0.25,0.56
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.15,0.67
SiO2,,water,Ceramic,"plastic, noi",,,,,193.0,0.0,12.0,2.0,873.0,0.01,0.98
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.23,0.604
YSZ,,TBA,Ceramic,,,,PVB,0.005,195.0,0.0,0.0,0.5,723.0,0.15,0.74
HAP,TCP,camphene,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1573.0,0.3,0.14
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,72.0,2.0,1173.0,0.15,0.82
Al2O3,,water,Ceramic,silicone,Kalium polyacrylate Lopon 895,0.02,PVA,,,0.0,,0.5,873.0,0.2,0.6435
Ni,,water,Metal,"plastic, noi",CMC,,,,253.0,0.0,,,773.0,0.05,0.91
SiC,,water,Ceramic,,,,,,203.0,,,1.0,2023.0,0.5,0.4927
HAP,Al2O3,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.8445
HAP,,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1623.0,0.05,0.91
Yb2SiO5,,water,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,823.0,0.2,0.798
Al2O3,Al2O3,water,Ceramic,,,,,,,1.0,48.0,,,0.27,0.908
PCS,,water,Polymer,glass,,,,,77.0,0.0,24.0,,,0.32,0.662
Y2SiO5,,water,Ceramic,copper,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,773.0,0.2,0.62
Al2O3,,camphene,Ceramic,polyethylene,Hypermer KD 4,0.03,,,293.0,0.0,,,1673.0,0.05,0.9
Y2O3,SiO2,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1053.0,0.1664,0.52
Al2O3,,water,Ceramic,,PAAS,0.02,CMC,0.01,77.0,0.0,0.0,0.5,723.0,0.2,0.48
HAP,,water,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,2.0,,4.0,1573.0,0.25,0.56
Al2O3,,water,Ceramic,"plastic, noi",AFP,,,,253.0,0.0,,2.0,1573.0,0.1,0.86
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.15,0.508
Al2O3,CuO,water,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.54
Al2O3,TiO2,camphene,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1573.0,0.25,0.71
Si3N4,Y2O3,water,Ceramic,polyethylene,,,,,,0.0,,2.0,873.0,0.2,0.732
Al2O3,,water,Ceramic,,Darvan 7-N,0.01,PVA,0.01,,6.0,48.0,3.0,823.0,0.2,0.633
Al2O3,SiO2,water,Ceramic,polyethylene,Darvan C,0.012,PVA,0.015,,0.0,,2.0,1823.0,0.0277,0.548
chitin,,water,Polymer,glass,,,PVA,0.004,77.0,0.0,24.0,,,0.0053,0.992
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.63
SiO2,,water,Ceramic,glass,,,,,,0.0,,,,0.1392,0.4
Zeo,,water,Ceramic,aluminum,PEG,0.1,Bentonite,0.1,123.0,0.0,48.0,1.0,2173.0,0.1727,0.7326
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,873.0,0.15,0.67
Al2O3,SiO2,water,Ceramic,polyethylene,Darvan C,0.012,PVA,0.015,,0.0,,2.0,1823.0,0.0277,0.46
kaolinite,,water,Ceramic,,,,sodium silicate,,77.0,0.0,12.0,,,0.3,0.8559
Al2O3,,water,Ceramic,,Duramax D3005,0.008,,,77.0,0.0,24.0,2.0,1873.0,0.35,0.46
ZrB2,SiC,camphene,Ceramic,,Dolapix,0.01,,,233.0,0.0,0.0,1.0,873.0,0.48,0.39
Cr2O3,,camphene,Ceramic,polyurethane,Hypermer KD 4,0.01,,,298.0,0.0,24.0,15.0,1373.0,0.1,0.877
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.84
Al2O3,,camphene,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,0.0,4.0,1873.0,0.2,0.4
Mullite,,TBA,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,253.0,0.0,12.0,2.0,1823.0,0.35,0.58
Cr2O3,,camphene,Ceramic,polyurethane,Hypermer KD 4,0.01,,,298.0,0.0,24.0,15.0,1373.0,0.2,0.83
Al2O3,,TBA,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,8873.0,0.2,0.72
stainless steel,,water,Ceramic,,CMC,,Fluka,,233.0,0.0,0.0,2.0,1773.0,0.36,0.38
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.1,0.66
gelatin,,water,Polymer,polytetrafluoroethylene,,,,,,6.0,72.0,,,0.0024,0.965
LSM,YSZ,water,Ceramic,,Darvan CN,0.02,PEG,0.01,,21.0,12.0,1.0,873.0,0.17,0.57
HAP,SiO2,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.8583
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,263.0,0.0,0.0,2.0,1723.0,0.3,0.53
YSZ,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
